mass_GeV,counts,stat_err
6.8250,6,2.4495
6.8750,16,4.0000
6.9250,14,3.7417
6.9750,8,2.8284
7.0250,8,2.8284
7.0750,8,2.8284
7.1250,13,3.6056
7.1750,6,2.4495
7.2250,10,3.1623
7.2750,5,2.2361
7.3250,7,2.6458
7.3750,5,2.2361
